id,name,role,profession,family,p_index,year
2384,{d}en-lil₂-zi-ša₃-gal₂,"[""['intermediary']"", ""['representative']"", '', ""['source']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['recipient']"", '', '', '', '', ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", '', ""['representative']"", ""['representative']"", '', '', '', ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", '', ""['representative']"", ""['intermediary']"", ""['representative']"", ""['representative']"", ""['representative']"", '', ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['recipient']"", ""['representative']"", ""['representative']"", ""['representative']"", '', ""['representative']"", ""['representative']"", ""['representative']"", '', ""['representative']"", ""['representative']"", ""['representative']"", ""['intermediary']"", '', ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", '', '', '', ""['representative']"", '', ""['representative']"", ""['intermediary']"", ""['representative']"", ""['representative']"", '', ""['representative']"", '', '', ""['representative']""]",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['101758', '102164', '104330', '106046', '114353', '128112', '128112', '142805', '430188', '381748', '122541', '131594', '126234', '103943', '133930', '129474', '107870', '103891', '109194', '135087', '136268', '103443', '142961', '113795', '320511', '320511', '124921', '115518', '124277', '134749', '145824', '123835', '102976', '117616', '105989', '124082', '116228', '136249', '202530', '103143', '130516', '105979', '136229', '125619', '117245', '102901', '102378', '136226', '128184', '407177', '111997', '134677', '134681', '127530', '117412', '211035', '112089', '128187', '128927', '128927', '104332', '126021', '201173', '107920', '106246', '126454', '127832', '142410', '332376', '332376', '130518', '107930', '129480', '210564', '101800', '125975', '125965', '303651', '126020', '201000', '126412', '126390', '145839', '125861', '126447', '202535', '125961', '125869', '134945', '330196']","['', '', '', '', '', '', '', '', '', '', '71.1006', '71.1009', '72.1208', '72.1216', '73.0200', '73.0221', '73.0222', '73.0506', '73.0600', '73.0611', '73.0619', '73.0717', '73.0805', '73.0829', '73.0930', '73.0930', '73.1024', '73.1108', '73.1120', '73.1200', '73.1200', '74.0108', '74.0406', '74.0412', '74.0616', '74.0622', '74.0714', '74.0813', '74.0900', '74.0901', '74.0909', '74.0914', '74.0926', '74.0929', '74.1005', '74.1206', '74.1216', '74.1229', '75.0000', '75.0108', '75.0111', '75.0116', '75.0201', '75.0600', '75.0911', '75.0916', '75.1101', '76.0000', '76.0000', '76.0000', '76.0110', '76.0400', '76.0408', '76.0715', '76.1028', '76.1210', '77.0309', '77.0505', '77.0702', '77.0702', '77.0810', '78.0119', '78.0900', '79.0100', '79.0100', '79.0604', '79.0900', '79.0900', '79.1223', '80.0100', '80.0110', '81.0225', '82.0108', '82.0311', '82.0628', '82.0800', '82.0813', '82.1023', '82.1225', '83.0000']"
2385,{d}en-lil₂-zi-ša₃-gal₂#,"['', ""['representative']""]",,"['', '']","['235549', '332560']","['78.1023', '81.1224']"
2386,{d}en-lil₂-zi-ša₃-gal₂-ta,"['', ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", '', ""['source']""]",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['103928', '330657', '201024', '104409', '126123', '201103', '125689', '142435', '101800', '102998', '126109', '125975', '201058', '104325', '130522', '128857']","['', '', '76.0616', '78.0420', '78.0500', '78.0916', '78.1128', '79.0100', '79.0100', '79.0502', '79.0517', '79.0604', '79.1107', '79.1121', '80.0200', '80.0227']"
2387,{d}en-lil₂-zi-ša₃-gal₂-še₃,"['', '']",,"['', '']","['108737', '211906']","['82.0426', '82.0824']"
2388,{d}en-na-nun,"['', '']",,"['', '']","['131602', '115914']","['', '86.0903']"
2389,{d}ezem-sag-tur,"['', '', '']",,"['', '', '']","['104186', '126142', '135101']","['66.1228', '68.0100', '83.0702']"
2390,{d}gu-nu-ra,"['', '', '', '']",,"['', '', '', '']","['103915', '320512', '131572', '125726']","['', '84.0000', '85.0713', '86.0914']"
2391,{d}ha-bu-ri₂-tum,"['', '', '', '', '']",,"['', '', '', '', '']","['332286', '124573', '135114', '107955', '102165']","['', '75.1118', '77.0907', '82.0718', '83.0519']"
2392,{d}ha-ni-iš,"['', '', '']",,"['', '', '']","['134066', '105833', '105876']","['', '66.1115', '69.1027']"
2393,{d}i-bi₂-{d}suen,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['102723', '104555', '107356', '126395', '129524', '135154', '145123', '145199', '210561', '303359', '291956', '429947', '429948', '430182', '430277', '430290', '430316', '430350', '430378', '430413', '430426', '430437', '430438', '430453', '430477', '430484', '430487', '430563', '430620', '430636', '430655', '430658', '430661', '430662', '458282', '458284', '458285', '458287', '458288', '458291', '458293', '458641', '458683', '458695', '459158', '104694', '106392', '145092', '145127', '332394', '145133', '433518', '118285', '135131', '390823', '145138', '303404', '124577', '142785', '145116', '201028', '292463', '100990', '202536', '106416', '128346', '125726', '126274', '303755', '113434', '114352', '115597', '416425', '106415', '122821', '105780']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '84.0021', '84.0500', '84.0918', '85.0100', '85.0114', '85.0300', '85.0400', '85.0406', '85.0415', '85.0630', '85.0700', '85.0714', '85.0720', '85.0800', '85.1101', '85.1200', '85.1200', '86.0100', '86.0200', '86.0500', '86.0600', '86.0914', '86.1103', '86.1129', '86.1200', '86.1206', '86.1212', '86.1213', '86.1215', '87.0911', '88.1000']"
2394,{d}i-bi₂-{d}suen,"['', '', '']",lugal[king],"['', '', '']","['129504', '104255', '108667']","['84.0000', '85.1000', '85.1000']"
2395,{d}i-bi₂-{d}suen,"['', '']",aga[tiara],"['', '']","['136234', '111898']","['84.1003', '84.1006']"
2396,{d}igi-kur,"['', '']",,"['', '']","['130509', '134013']","['65.1125', '76.0721']"
2397,{d}inanna-ka-ta,"[""['source']"", ""['source']"", ""['source']""]",,"['', '', '']","['123506', '112460', '125919']","['56.1100', '57.0500', '57.0500']"
2398,{d}inanna-ur-sag-ta,"[""['source']"", ""['source']""]",,"['', '']","['416196', '122164']","['51.1200', '53.1200']"
2399,{d}iškur-ba-ni,"['', '', '', '', '']",,"['', '', '', '', '']","['103252', '108674', '142318', '142318', '101022']","['', '', '', '', '']"
2400,{d}iškur-da-mi-iq,"['', '', '']",,"['dumu ab-ba-da-da', '', '']","['104307', '332400', '134236']","['', '', '76.0100']"
2401,{d}iškur-illat-ta,"[""['source']"", ""['source']""]",,"['', '']","['101694', '142304']","['51.0000', '59.0217']"
2402,{d}iškur-illat,"['', ""['intermediary']"", '']",nubanda[overseer],"['', '', '']","['124458', '101552', '124895']","['64.0910', '64.1200', '67.0327']"
2403,{d}ku-ku,"['', '']",,"['', '']","['124847', '212171']","['52.0300', '83.0428']"
2404,{d}kur-ra-igi-gal₂,"['', '']",,"['', '']","['108690', '142407']","['', '67.0130']"
2405,{d}la-az,"['', '', '', '']",,"['', '', '', '']","['303359', '116871', '116871', '116871']","['', '83.0400', '83.0400', '83.0400']"
2406,{d}lamma-igi-du,"[""['intermediary']"", '', '', '', '', '', '', '', '', '', '', ""['recipient']"", '', '', ""['intermediary']"", '', '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['134772', '134773', '430255', '212262', '143459', '126612', '134799', '103971', '303793', '126642', '106112', '104134', '129423', '201139', '125031', '105219', '106409']","['', '', '', '', '58.0600', '62.0400', '62.0500', '62.0700', '62.1100', '62.1200', '63.0600', '63.0900', '64.0200', '84.0000', '85.0900', '86.0303', '86.1208']"
2407,{d}lamma-lugal,"['', '', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '', '']","['212098', '123354', '212134', '330645', '123507', '131620', '218208', '200584', '332394', '108678']","['61.0114', '61.0206', '61.0924', '64.0000', '65.0417', '66.1125', '67.0912', '82.0600', '85.0114', '85.1204']"
2408,{d}lugal#-banda₃{da},"['', '']",,"['', '']","['131591', '124815']","['65.0221', '66.0907']"
2409,{d}lugal-banda₃[{da}],"['', '', '', '', '']",,"['', '', '', '', '']","['330622', '124447', '106354', '101455', '113453']","['', '64.0615', '74.0116', '75.1000', '86.1202']"
2410,{d}lugal-banda₃{da},"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['103915', '104687', '116880', '128186', '134066', '141776', '201474', '303650', '416200', '103286', '111928', '124456', '123241', '103805', '103805', '106105', '122886', '303422', '130386', '112415', '303691', '124447', '124447', '332185', '102379', '118426', '131591', '124453', '109239', '105170', '332359', '103137', '303447', '332158', '116876', '122157', '105833', '124890', '416431', '142407', '104696', '106019', '106027', '128191', '201000', '200584', '142413', '320512', '131572', '131572', '115914', '131603', '129467']","['', '', '', '', '', '', '', '', '', '18.0422', '60.1200', '63.0110', '63.1017', '63.1107', '63.1107', '63.1124', '64.0222', '64.0315', '64.0406', '64.0417', '64.0426', '64.0615', '64.0615', '65.0000', '65.0023', '65.0221', '65.0221', '65.0222', '65.0700', '65.0705', '65.0902', '65.1001', '66.0603', '66.0800', '66.0811', '66.0906', '66.1115', '66.1202', '66.1221', '67.0130', '74.0000', '76.0712', '77.0630', '78.0610', '80.0100', '82.0600', '82.1112', '84.0000', '85.0713', '85.0713', '86.0903', '86.1003', '86.1009']"
2411,{d}lugal-gu₄-si-su,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']","['101722', '128186', '201474', '320500', '124453', '142407', '201006', '125988', '111926', '106027', '201000', '126390', '145129', '115914']","['', '', '', '', '65.0222', '67.0130', '76.0129', '76.0222', '76.0917', '77.0630', '80.0100', '81.0225', '85.1227', '86.0903']"
2412,{d}lugal-nita-zi,"['', '']",,"['', '']","['103333', '131603']","['', '86.1003']"
2413,{d}nanna#-[ma-ba],"['', '']",,"['', '']","['142645', '218175']","['77.0327', '84.1109']"
2414,{d}nanna-GIR₂@g-gal,"[""['representative']"", ""['representative']""]",,"['', '']","['124850', '102346']","['62.0604', '68.0104']"
2415,{d}nanna-PAD,"['', '']",,"['', '']","['430395', '129429']","['', '71.1000']"
2416,{d}nanna-[ma-ba],"[""['intermediary']"", '', '', '']",,"['', '', '', '']","['201064', '106384', '126037', '106398']","['75.0721', '83.1122', '85.0315', '85.1000']"
2417,{d}nanna-[ma]-ba,"[""['intermediary']"", ""['intermediary']"", ""['intermediary']""]",dubsar[scribe],"['', '', '']","['135171', '105196', '126039']","['66.0418', '76.0210', '80.0106']"
2418,{d}nanna-an-dul₃,"['', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '']","['430390', '105843', '125020', '114069', '102705', '102705', '143924', '143924', '127425']","['', '68.0600', '68.0720', '68.0800', '68.0900', '68.0900', '68.0900', '68.0900', '69.0111']"
2419,{d}nanna-igi-du,"[""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", '', ""['representative']"", ""['representative']"", ""['representative']""]",šagia[cup-bearer],"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['101758', '101758', '102164', '116889', '136252', '126097', '211696', '106005', '116882', '201024', '130031', '145518', '144477', '100229', '330628', '100986']","['', '', '', '', '70.0924', '74.0402', '75.0901', '75.1202', '75.1212', '76.0616', '76.1020', '77.0102', '77.0500', '77.0920', '79.0612', '81.0914']"
2420,{d}nanna-igi-du,"['', '', ""['representative']"", '', ""['representative']"", ""['representative', 'intermediary']"", ""['representative']"", '', '', ""['intermediary']""]",,"['', '', '', '', '', '', '', '', '', '']","['136231', '107844', '124917', '104420', '136304', '103900', '390811', '104626', '330393', '201312']","['70.0919', '71.0818', '72.0323', '75.0913', '76.0125', '76.0330', '76.0513', '79.0518', '80.0417', '81.1126']"
2421,{d}nanna-igi-du₈-a,"['', '']",,"['', '']","['117204', '122144']","['', '73.0927']"
2422,{d}nanna-igi-du₈-a-aš,"['', '']",,"['', '']","['115914', '115914']","['86.0903', '86.0903']"
2423,{d}nanna-i₃-gi-in,"[""['intermediary']"", ""['intermediary']""]",sukkal[secretary],"['', '']","['112335', '107938']","['78.0722', '78.0818']"
2424,{d}nanna-i₃-gi-ta,"[""['source']"", ""['source']"", ""['source']""]",,"['', '', '']","['117652', '117652', '126119']","['61.1100', '61.1100', '84.1100']"
2425,{d}nanna-i₃-gi,"[""['intermediary']"", ""['intermediary']"", ""['intermediary']""]",sukkal[secretary],"['', '', '']","['212008', '200526', '105185']","['72.0810', '73.0521', '74.0916']"
2426,{d}nanna-i₃-gi,"[""['intermediary']"", ""['intermediary']""]",kuš[official],"['', '']","['118414', '127314']","['77.0830', '78.0424']"
2427,{d}nanna-i₃-sa₆,"['', '', '', '', '', '', '', '', '', '', '', '', ""['intermediary']"", '', '', '']",,"['', '', '', '', '', '', '', '', '', '', 'dumu nam-ha-ni', 'dumu nam-ha-ni', '', '', '', '']","['128144', '128356', '142050', '142636', '430392', '458449', '131573', '115887', '123526', '332158', '106340', '107813', '332364', '107919', '107931', '113813']","['', '', '', '', '', '', '60.0000', '63.0911', '65.1025', '66.0800', '71.0126', '71.0126', '71.0914', '76.0421', '78.0226', '78.0228']"
2428,{d}nanna-i₃-sa₆-ta,"[""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']""]",,"['', '', '', '', '']","['108681', '122164', '122164', '115537', '122155']","['', '53.1200', '53.1200', '60.0100', '78.0900']"
2429,{d}nanna-kam,"[""['representative']"", ""['representative']"", ""['intermediary']"", '', ""['intermediary']"", ""['intermediary']"", ""['source']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", '', ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", '', ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", ""['representative']"", '', ""['representative']"", ""['intermediary']"", ""['representative']""]",sukkal[secretary],"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['104687', '120049', '126313', '330632', '131567', '112231', '375569', '125905', '406863', '212158', '126482', '131590', '136226', '131031', '134691', '142910', '106358', '106366', '105200', '107930', '118506', '112335', '135115', '416449', '124926', '106148', '102354', '124565', '381727', '130831', '124567', '107961', '104329', '116870', '107970', '116900']","['', '', '', '', '72.0500', '73.0823', '74.0805', '74.0807', '74.0903', '74.0917', '74.1013', '74.1017', '74.1229', '76.0309', '76.0317', '77.0009', '77.0920', '77.0923', '77.1008', '78.0119', '78.0300', '78.0722', '78.0725', '79.0526', '79.0600', '82.0608', '82.0826', '82.1110', '82.1207', '83.0616', '83.0618', '83.0718', '84.0213', '84.0503', '84.1214', '86.1025']"
